project,command,run,exitCode,wallMs,resolveMs,emitMs,totalMs,peakRssBytes
examples/11-advanced-features/FileScopedSimple,check,5,0,292,,,,81379328
examples/11-advanced-features/FileScopedTypes,build,1,0,340,0,300,300,83476480
examples/11-advanced-features/FileScopedTypes,build,2,0,337,0,300,300,83116032
examples/11-advanced-features/FileScopedTypes,build,3,0,337,0,300,300,83247104
examples/11-advanced-features/FileScopedTypes,build,4,0,344,0,300,300,83312640
examples/11-advanced-features/FileScopedTypes,build,5,0,341,0,300,300,83329024
examples/11-advanced-features/FileScopedTypes,check,1,0,350,,,,89767936
examples/11-advanced-features/FileScopedTypes,check,2,0,360,,,,89931776
examples/11-advanced-features/FileScopedTypes,check,3,0,348,,,,90013696
examples/11-advanced-features/FileScopedTypes,check,4,0,349,,,,89915392
examples/11-advanced-features/FileScopedTypes,check,5,0,365,,,,89964544
examples/11-advanced-features/InterpolatedRawStrings,build,1,0,266,0,200,200,77430784
examples/11-advanced-features/InterpolatedRawStrings,build,2,0,263,0,200,200,77250560
examples/11-advanced-features/InterpolatedRawStrings,build,3,0,264,0,200,200,77217792
examples/11-advanced-features/InterpolatedRawStrings,build,4,0,265,0,200,200,77479936
examples/11-advanced-features/InterpolatedRawStrings,build,5,0,265,0,200,200,77578240
examples/11-advanced-features/InterpolatedRawStrings,check,1,0,268,,,,80494592
examples/11-advanced-features/InterpolatedRawStrings,check,2,0,269,,,,80510976
examples/11-advanced-features/InterpolatedRawStrings,check,3,0,269,,,,80379904
examples/11-advanced-features/InterpolatedRawStrings,check,4,0,269,,,,80510976
examples/11-advanced-features/InterpolatedRawStrings,check,5,0,266,,,,80543744
examples/11-advanced-features/LockStatement,build,1,0,344,0,300,300,88686592
examples/11-advanced-features/LockStatement,build,2,0,346,0,300,300,88899584
examples/11-advanced-features/LockStatement,build,3,0,344,0,300,300,88604672
examples/11-advanced-features/LockStatement,build,4,0,347,0,300,300,88850432
examples/11-advanced-features/LockStatement,build,5,0,350,0,300,300,88801280
examples/11-advanced-features/LockStatement,check,1,0,365,,,,94978048
examples/11-advanced-features/LockStatement,check,2,0,355,,,,93847552
examples/11-advanced-features/LockStatement,check,3,0,355,,,,95125504
examples/11-advanced-features/LockStatement,check,4,0,376,,,,94011392
examples/11-advanced-features/LockStatement,check,5,0,353,,,,93798400
examples/11-advanced-features/OperatorOverloading,build,1,0,270,0,200,200,78282752
examples/11-advanced-features/OperatorOverloading,build,2,0,271,0,200,200,78512128
examples/11-advanced-features/OperatorOverloading,build,3,0,270,0,200,200,78397440
examples/11-advanced-features/OperatorOverloading,build,4,0,271,0,200,200,78692352
examples/11-advanced-features/OperatorOverloading,build,5,0,274,0,200,200,78610432
examples/11-advanced-features/OperatorOverloading,check,1,0,275,,,,81739776
examples/11-advanced-features/OperatorOverloading,check,2,0,274,,,,81723392
examples/11-advanced-features/OperatorOverloading,check,3,0,274,,,,81657856
examples/11-advanced-features/OperatorOverloading,check,4,0,274,,,,81674240
examples/11-advanced-features/OperatorOverloading,check,5,0,273,,,,81838080
examples/11-advanced-features/PreprocessorDirectives,build,1,0,274,0,200,200,77381632
examples/11-advanced-features/PreprocessorDirectives,build,2,0,272,0,200,200,77725696
examples/11-advanced-features/PreprocessorDirectives,build,3,0,272,0,200,200,77627392
examples/11-advanced-features/PreprocessorDirectives,build,4,0,274,0,200,200,77709312
examples/11-advanced-features/PreprocessorDirectives,build,5,0,273,0,200,200,77676544
examples/11-advanced-features/PreprocessorDirectives,check,1,0,276,,,,80510976
examples/11-advanced-features/PreprocessorDirectives,check,2,0,278,,,,80756736
examples/11-advanced-features/PreprocessorDirectives,check,3,0,278,,,,80445440
examples/11-advanced-features/PreprocessorDirectives,check,4,0,277,,,,80576512
examples/11-advanced-features/PreprocessorDirectives,check,5,0,299,,,,81821696
examples/12-multi-file-projects/AutoDiscovery,build,1,0,335,0,300,300,89227264
examples/12-multi-file-projects/AutoDiscovery,build,2,0,334,0,300,300,89145344
examples/12-multi-file-projects/AutoDiscovery,build,3,0,334,0,300,300,89276416
examples/12-multi-file-projects/AutoDiscovery,build,4,0,335,0,300,300,89374720
examples/12-multi-file-projects/AutoDiscovery,build,5,0,336,0,300,300,89178112
examples/12-multi-file-projects/AutoDiscovery,check,1,0,350,,,,93306880
examples/12-multi-file-projects/AutoDiscovery,check,2,0,350,,,,93388800
examples/12-multi-file-projects/AutoDiscovery,check,3,0,352,,,,93454336
examples/12-multi-file-projects/AutoDiscovery,check,4,0,351,,,,93159424
examples/12-multi-file-projects/AutoDiscovery,check,5,0,348,,,,93356032
examples/12-multi-file-projects/MultiFileProject,build,1,0,338,0,300,300,90144768
examples/12-multi-file-projects/MultiFileProject,build,2,0,341,0,300,300,90357760
examples/12-multi-file-projects/MultiFileProject,build,3,0,343,0,300,300,90210304
examples/12-multi-file-projects/MultiFileProject,build,4,0,342,0,300,300,90406912
examples/12-multi-file-projects/MultiFileProject,build,5,0,343,0,300,300,90488832
examples/12-multi-file-projects/MultiFileProject,check,1,0,364,,,,95961088
examples/12-multi-file-projects/MultiFileProject,check,2,0,384,,,,96632832
examples/12-multi-file-projects/MultiFileProject,check,3,0,362,,,,95682560
examples/12-multi-file-projects/MultiFileProject,check,4,0,363,,,,95944704
examples/12-multi-file-projects/MultiFileProject,check,5,0,363,,,,95780864
examples/12-multi-file-projects/SimpleProject,build,1,0,218,0,100,100,75890688
examples/12-multi-file-projects/SimpleProject,build,2,0,219,0,100,100,75513856
examples/12-multi-file-projects/SimpleProject,build,3,0,216,0,100,100,75759616
examples/12-multi-file-projects/SimpleProject,build,4,0,216,0,100,100,75808768
examples/12-multi-file-projects/SimpleProject,build,5,0,216,0,100,100,75628544
examples/12-multi-file-projects/SimpleProject,check,1,0,220,,,,78544896
examples/12-multi-file-projects/SimpleProject,check,2,0,221,,,,78643200
examples/12-multi-file-projects/SimpleProject,check,3,0,220,,,,78594048
examples/12-multi-file-projects/SimpleProject,check,4,0,224,,,,78364672
examples/12-multi-file-projects/SimpleProject,check,5,0,220,,,,78626816
examples/12-multi-file-projects/TestExample,build,1,0,245,0,200,200,75808768
examples/12-multi-file-projects/TestExample,build,2,0,244,0,200,200,75890688
examples/12-multi-file-projects/TestExample,build,3,0,245,0,200,200,75857920
examples/12-multi-file-projects/TestExample,build,4,0,247,0,200,200,75841536
examples/12-multi-file-projects/TestExample,build,5,0,244,0,200,200,76005376
examples/12-multi-file-projects/TestExample,check,1,0,263,,,,82968576
examples/12-multi-file-projects/TestExample,check,2,0,261,,,,83050496
examples/12-multi-file-projects/TestExample,check,3,0,263,,,,82903040
examples/12-multi-file-projects/TestExample,check,4,0,276,,,,83345408
examples/12-multi-file-projects/TestExample,check,5,0,265,,,,83148800
examples/12-multi-file-projects/WeatherDemo,build,1,0,658,0,600,600,135053312
examples/12-multi-file-projects/WeatherDemo,build,2,0,659,0,600,600,134709248
examples/12-multi-file-projects/WeatherDemo,build,3,0,657,0,600,600,134643712
examples/12-multi-file-projects/WeatherDemo,build,4,0,663,0,600,600,135380992
examples/12-multi-file-projects/WeatherDemo,build,5,0,657,0,600,600,134807552
examples/12-multi-file-projects/WeatherDemo,check,1,0,756,,,,143769600
examples/12-multi-file-projects/WeatherDemo,check,2,0,698,,,,143720448
examples/12-multi-file-projects/WeatherDemo,check,3,0,699,,,,143458304
examples/12-multi-file-projects/WeatherDemo,check,4,0,695,,,,143376384
examples/12-multi-file-projects/WeatherDemo,check,5,0,687,,,,143376384
examples/12-multi-file-projects/imports,build,1,0,280,0,200,200,77905920
examples/12-multi-file-projects/imports,build,2,0,280,0,200,200,77856768
examples/12-multi-file-projects/imports,build,3,0,282,0,200,200,78004224
examples/12-multi-file-projects/imports,build,4,0,283,0,200,200,77938688
examples/12-multi-file-projects/imports,build,5,0,279,0,200,200,77938688
examples/12-multi-file-projects/imports,check,1,0,286,,,,80855040
examples/12-multi-file-projects/imports,check,2,0,285,,,,80691200
examples/12-multi-file-projects/imports,check,3,0,284,,,,80855040
examples/12-multi-file-projects/imports,check,4,0,285,,,,80838656
examples/12-multi-file-projects/imports,check,5,0,285,,,,80953344
examples/14-minimal-api,build,1,0,601,0,500,500,208175104
examples/14-minimal-api,build,2,0,601,0,500,500,208273408
examples/14-minimal-api,build,3,0,595,0,500,500,207978496
examples/14-minimal-api,build,4,0,597,0,500,500,207978496
examples/14-minimal-api,build,5,0,595,0,500,500,207880192
examples/14-minimal-api,check,1,0,662,,,,236257280
examples/14-minimal-api,check,2,0,655,,,,235716608
examples/14-minimal-api,check,3,0,655,,,,236158976
examples/14-minimal-api,check,4,0,652,,,,235601920
examples/14-minimal-api,check,5,0,648,,,,235962368
examples/16-task-cli,build,1,0,988,0,900,900,141295616
examples/16-task-cli,build,2,0,994,0,900,900,141492224
examples/16-task-cli,build,3,0,1015,0,900,900,141721600
examples/16-task-cli,build,4,0,985,0,900,900,141541376
examples/16-task-cli,build,5,0,995,0,900,900,141639680
examples/16-task-cli,check,1,0,1271,,,,160481280
examples/16-task-cli,check,2,0,1305,,,,160743424
examples/16-task-cli,check,3,0,1319,,,,159612928
examples/16-task-cli,check,4,0,1255,,,,159858688
examples/16-task-cli,check,5,0,1294,,,,159203328
examples/17-issue-tracker/backend,build,1,0,1595,0,1500,1500,223756288
examples/17-issue-tracker/backend,build,2,0,1630,0,1500,1500,224460800
examples/17-issue-tracker/backend,build,3,0,1618,0,1500,1500,224100352
examples/17-issue-tracker/backend,build,4,0,1609,0,1500,1500,224067584
examples/17-issue-tracker/backend,build,5,0,1599,0,1500,1500,224083968
examples/17-issue-tracker/backend,check,1,0,1922,,,,265535488
examples/17-issue-tracker/backend,check,2,0,1823,,,,265715712
examples/17-issue-tracker/backend,check,3,0,1773,,,,264011776
examples/17-issue-tracker/backend,check,4,0,1861,,,,266321920
examples/17-issue-tracker/backend,check,5,0,1864,,,,265338880
templates/nsharp-console,build,1,0,215,0,100,100,75595776
templates/nsharp-console,build,2,0,212,0,100,100,75612160
templates/nsharp-console,build,3,0,214,0,100,100,75661312
templates/nsharp-console,build,4,0,213,0,100,100,75792384
templates/nsharp-console,build,5,0,213,0,100,100,75726848
templates/nsharp-console,check,1,0,217,,,,78577664
templates/nsharp-console,check,2,0,222,,,,78626816
templates/nsharp-console,check,3,0,218,,,,78528512
templates/nsharp-console,check,4,0,217,,,,78331904
templates/nsharp-console,check,5,0,220,,,,78610432
templates/nsharp-library,build,1,0,222,0,100,100,73711616
templates/nsharp-library,build,2,0,222,0,100,100,73711616
templates/nsharp-library,build,3,0,221,0,100,100,73465856
templates/nsharp-library,build,4,0,244,0,100,100,74170368
templates/nsharp-library,build,5,0,222,0,100,100,73613312
templates/nsharp-library,check,1,0,237,,,,79183872
templates/nsharp-library,check,2,0,242,,,,79085568
templates/nsharp-library,check,3,0,237,,,,79069184
templates/nsharp-library,check,4,0,239,,,,79167488
templates/nsharp-library,check,5,0,237,,,,79151104
templates/nsharp-systems-cli,build,1,0,311,0,200,200,82706432
templates/nsharp-systems-cli,build,2,0,338,0,300,300,83230720
templates/nsharp-systems-cli,build,3,0,310,0,200,200,82853888
templates/nsharp-systems-cli,build,4,0,309,0,200,200,82886656
templates/nsharp-systems-cli,build,5,0,309,0,200,200,82984960
templates/nsharp-systems-cli,check,1,0,322,,,,89751552
templates/nsharp-systems-cli,check,2,0,319,,,,89899008
templates/nsharp-systems-cli,check,3,0,320,,,,90128384
templates/nsharp-systems-cli,check,4,0,321,,,,89948160
templates/nsharp-systems-cli,check,5,0,322,,,,89800704
templates/nsharp-systems-lib,build,1,1,241,,,,80855040
templates/nsharp-systems-lib,build,2,1,241,,,,80822272
templates/nsharp-systems-lib,build,3,1,240,,,,81018880
templates/nsharp-systems-lib,build,4,1,240,,,,81035264
templates/nsharp-systems-lib,build,5,1,241,,,,81035264
templates/nsharp-systems-lib,check,1,1,273,,,,83509248
templates/nsharp-systems-lib,check,2,1,252,,,,82903040
templates/nsharp-systems-lib,check,3,1,252,,,,82804736
templates/nsharp-systems-lib,check,4,1,250,,,,82853888
templates/nsharp-systems-lib,check,5,1,253,,,,82886656
templates/nsharp-test,build,1,0,220,0,100,100,73433088
templates/nsharp-test,build,2,0,225,0,100,100,73924608
templates/nsharp-test,build,3,0,223,0,100,100,73613312
templates/nsharp-test,build,4,0,223,0,100,100,73531392
templates/nsharp-test,build,5,0,223,0,100,100,73678848
templates/nsharp-test,check,1,0,238,,,,79314944
templates/nsharp-test,check,2,0,239,,,,79118336
templates/nsharp-test,check,3,0,238,,,,79183872
templates/nsharp-test,check,4,0,241,,,,79036416
templates/nsharp-test,check,5,0,237,,,,79167488
templates/nsharp-webapi,build,1,0,757,0,700,700,209649664
templates/nsharp-webapi,build,2,0,754,0,700,700,209502208
templates/nsharp-webapi,build,3,0,776,0,700,700,209829888
templates/nsharp-webapi,build,4,0,756,0,700,700,209666048
templates/nsharp-webapi,build,5,0,754,0,700,700,209108992
templates/nsharp-webapi,check,1,0,820,,,,239353856
templates/nsharp-webapi,check,2,0,829,,,,239812608
templates/nsharp-webapi,check,3,0,845,,,,239517696
templates/nsharp-webapi,check,4,0,846,,,,240828416
templates/nsharp-webapi,check,5,0,836,,,,239943680
tests/fixtures/external-base-interface,build,1,0,231,0,200,200,75448320
tests/fixtures/external-base-interface,build,2,0,243,0,100,200,75563008
tests/fixtures/external-base-interface,build,3,0,232,0,200,200,75628544
tests/fixtures/external-base-interface,build,4,0,231,0,200,200,75579392
tests/fixtures/external-base-interface,build,5,0,229,0,100,200,75644928
tests/fixtures/external-base-interface,check,1,0,245,,,,82608128
tests/fixtures/external-base-interface,check,2,0,247,,,,82624512
tests/fixtures/external-base-interface,check,3,0,252,,,,82477056
tests/fixtures/external-base-interface,check,4,0,247,,,,82608128
tests/fixtures/external-base-interface,check,5,0,246,,,,82722816
tests/fixtures/external-static-package,build,1,1,230,,,,88440832
tests/fixtures/external-static-package,build,2,1,228,,,,88014848
tests/fixtures/external-static-package,build,3,1,230,,,,87982080
tests/fixtures/external-static-package,build,4,1,230,,,,88391680
tests/fixtures/external-static-package,build,5,1,229,,,,87998464
tests/fixtures/external-static-package,check,1,1,240,,,,90013696
tests/fixtures/external-static-package,check,2,1,237,,,,89784320
tests/fixtures/external-static-package,check,3,1,239,,,,90177536
tests/fixtures/external-static-package,check,4,1,239,,,,89899008
tests/fixtures/external-static-package,check,5,1,240,,,,90062848
tests/fixtures/external-static-relative-dll,build,1,0,291,0,200,200,80773120
tests/fixtures/external-static-relative-dll,build,2,0,284,0,200,200,80609280
tests/fixtures/external-static-relative-dll,build,3,0,274,0,200,200,80363520
tests/fixtures/external-static-relative-dll,build,4,0,274,0,200,200,80232448
tests/fixtures/external-static-relative-dll,build,5,0,272,0,200,200,80216064
tests/fixtures/external-static-relative-dll,check,1,0,279,,,,85180416
tests/fixtures/external-static-relative-dll,check,2,0,277,,,,85147648
tests/fixtures/external-static-relative-dll,check,3,0,280,,,,85393408
tests/fixtures/external-static-relative-dll,check,4,0,277,,,,85344256
tests/fixtures/external-static-relative-dll,check,5,0,279,,,,85426176
tests/fixtures/issue-tracker,build,1,0,1354,0,1300,1300,227934208
tests/fixtures/issue-tracker,build,2,0,1355,0,1300,1300,227803136
tests/fixtures/issue-tracker,build,3,0,1398,0,1300,1300,228245504
tests/fixtures/issue-tracker,build,4,0,1352,0,1300,1300,227082240
tests/fixtures/issue-tracker,build,5,0,1350,0,1300,1300,227147776
tests/fixtures/issue-tracker,check,1,0,1760,,,,268713984
tests/fixtures/issue-tracker,check,2,0,1723,,,,271646720
tests/fixtures/issue-tracker,check,3,0,1792,,,,268959744
tests/fixtures/issue-tracker,check,4,0,1685,,,,274743296
tests/fixtures/issue-tracker,check,5,0,1696,,,,274546688
tests/native/async-task-like,build,1,0,309,0,200,200,83755008
tests/native/async-task-like,build,2,0,309,0,200,200,83722240
tests/native/async-task-like,build,3,0,309,0,200,200,83836928
tests/native/async-task-like,build,4,0,322,0,200,200,83836928
tests/native/async-task-like,build,5,0,311,0,200,200,83869696
tests/native/async-task-like,check,1,0,331,,,,91668480
tests/native/async-task-like,check,2,0,331,,,,91619328
tests/native/async-task-like,check,3,0,331,,,,91684864
tests/native/async-task-like,check,4,0,330,,,,91684864
tests/native/async-task-like,check,5,0,331,,,,91586560
tests/native/columnar-emit-facts,build,1,0,209,0,100,100,73170944
tests/native/columnar-emit-facts,build,2,0,213,0,100,100,73154560
tests/native/columnar-emit-facts,build,3,0,211,0,100,100,73318400
tests/native/columnar-emit-facts,build,4,0,211,0,100,100,73351168
tests/native/columnar-emit-facts,build,5,0,220,0,100,100,73318400
tests/native/columnar-emit-facts,check,1,0,226,,,,78774272
tests/native/columnar-emit-facts,check,2,0,227,,,,78528512
tests/native/columnar-emit-facts,check,3,0,225,,,,78725120
tests/native/columnar-emit-facts,check,4,0,227,,,,78725120
tests/native/columnar-emit-facts,check,5,0,225,,,,78790656
tests/native/conditional,build,1,0,313,0,200,200,76578816
tests/native/conditional,build,2,0,280,0,200,200,76480512
tests/native/conditional,build,3,0,282,0,200,200,76152832
tests/native/conditional,build,4,0,280,0,200,200,76152832
tests/native/conditional,build,5,0,282,0,200,200,76120064
tests/native/conditional,check,1,0,299,,,,82296832
tests/native/conditional,check,2,0,296,,,,82231296
tests/native/conditional,check,3,0,300,,,,82149376
tests/native/conditional,check,4,0,295,,,,82231296
tests/native/conditional,check,5,0,297,,,,82214912
tests/native/construction-arrays,build,1,1,291,,,,93880320
tests/native/construction-arrays,build,2,1,288,,,,93814784
tests/native/construction-arrays,build,3,1,286,,,,93650944
tests/native/construction-arrays,build,4,1,288,,,,93569024
tests/native/construction-arrays,build,5,1,289,,,,93650944
tests/native/construction-arrays,check,1,1,304,,,,95567872
tests/native/construction-arrays,check,2,1,300,,,,95797248
tests/native/construction-arrays,check,3,1,298,,,,95371264
tests/native/construction-arrays,check,4,1,299,,,,95731712
tests/native/construction-arrays,check,5,1,298,,,,95731712
tests/native/direct-calls,build,1,1,351,,,,91275264
tests/native/direct-calls,build,2,1,347,,,,91095040
tests/native/direct-calls,build,3,1,356,,,,91291648
tests/native/direct-calls,build,4,1,370,,,,91815936
tests/native/direct-calls,build,5,1,349,,,,91160576
tests/native/direct-calls,check,1,1,380,,,,100089856
tests/native/direct-calls,check,2,1,380,,,,99958784
tests/native/direct-calls,check,3,1,379,,,,100057088
tests/native/direct-calls,check,4,1,379,,,,99942400
tests/native/direct-calls,check,5,1,379,,,,100007936
tests/native/interface-parameter-modifiers,build,1,0,271,0,200,200,75792384
tests/native/interface-parameter-modifiers,build,2,0,269,0,200,200,75661312
tests/native/interface-parameter-modifiers,build,3,0,272,0,200,200,75776000
tests/native/interface-parameter-modifiers,build,4,0,269,0,200,200,75890688
tests/native/interface-parameter-modifiers,build,5,0,273,0,200,200,75841536
tests/native/interface-parameter-modifiers,check,1,0,289,,,,81805312
tests/native/interface-parameter-modifiers,check,2,0,288,,,,81739776
tests/native/interface-parameter-modifiers,check,3,0,286,,,,81985536
tests/native/interface-parameter-modifiers,check,4,0,285,,,,81674240
tests/native/interface-parameter-modifiers,check,5,0,296,,,,82083840
tests/native/iterators,build,1,0,349,0,300,300,91144192
tests/native/iterators,build,2,0,357,0,300,300,91111424
tests/native/iterators,build,3,0,377,0,300,300,91717632
tests/native/iterators,build,4,0,348,0,300,300,90914816
tests/native/iterators,build,5,0,356,0,300,300,91095040
tests/native/iterators,check,1,0,383,,,,102776832
tests/native/iterators,check,2,0,381,,,,102842368
tests/native/iterators,check,3,0,382,,,,102924288
tests/native/iterators,check,4,0,381,,,,102973440
tests/native/iterators,check,5,0,388,,,,102924288
tests/native/lambda-placement,build,1,0,560,0,500,500,129957888
tests/native/lambda-placement,build,2,0,560,0,500,500,129646592
tests/native/lambda-placement,build,3,0,557,0,500,500,129859584
tests/native/lambda-placement,build,4,0,556,0,500,500,129957888
tests/native/lambda-placement,build,5,0,555,0,500,500,130039808
tests/native/lambda-placement,check,1,0,593,,,,141950976
tests/native/lambda-placement,check,2,0,618,,,,142114816
tests/native/lambda-placement,check,3,0,591,,,,142098432
tests/native/lambda-placement,check,4,0,592,,,,141787136
tests/native/lambda-placement,check,5,0,592,,,,141803520
tests/native/ownership-audit,build,1,0,807,0,700,700,107282432
tests/native/ownership-audit,build,2,0,811,0,700,700,107347968
tests/native/ownership-audit,build,3,0,802,0,700,700,107315200
tests/native/ownership-audit,build,4,0,806,0,700,700,107397120
tests/native/ownership-audit,build,5,0,804,0,700,700,107266048
tests/native/ownership-audit,check,1,0,1068,,,,125108224
tests/native/ownership-audit,check,2,0,1040,,,,127352832
tests/native/ownership-audit,check,3,0,1342,,,,123633664
tests/native/ownership-audit,check,4,0,1087,,,,122667008
tests/native/ownership-audit,check,5,0,1077,,,,123994112
tests/native/primitive-binary,build,1,0,340,0,300,300,84459520
tests/native/primitive-binary,build,2,0,342,0,300,300,84492288
tests/native/primitive-binary,build,3,0,346,0,300,300,84492288
tests/native/primitive-binary,build,4,0,341,0,300,300,84410368
tests/native/primitive-binary,build,5,0,343,0,300,300,84459520
tests/native/primitive-binary,check,1,0,369,,,,96583680
tests/native/primitive-binary,check,2,0,367,,,,96698368
tests/native/primitive-binary,check,3,0,370,,,,96534528
tests/native/primitive-binary,check,4,0,368,,,,96387072
tests/native/primitive-binary,check,5,0,368,,,,96370688
tests/native/readonly-init,build,1,0,265,0,200,200,75694080
tests/native/readonly-init,build,2,0,254,0,200,200,75808768
tests/native/readonly-init,build,3,0,251,0,200,200,75350016
tests/native/readonly-init,build,4,0,269,0,200,200,75939840
tests/native/readonly-init,build,5,0,257,0,200,200,75759616
tests/native/readonly-init,check,1,0,269,,,,81657856
tests/native/readonly-init,check,2,0,278,,,,81788928
tests/native/readonly-init,check,3,0,271,,,,81854464
tests/native/readonly-init,check,4,0,272,,,,81707008
tests/native/readonly-init,check,5,0,270,,,,81952768
tests/native/record-with,build,1,0,308,0,200,200,80871424
tests/native/record-with,build,2,0,309,0,200,200,80723968
tests/native/record-with,build,3,0,306,0,200,200,80887808
tests/native/record-with,build,4,0,305,0,200,200,80805888
tests/native/record-with,build,5,0,305,0,200,200,80723968
tests/native/record-with,check,1,0,327,,,,90980352
tests/native/record-with,check,2,0,333,,,,91078656
tests/native/record-with,check,3,0,327,,,,91062272
tests/native/record-with,check,4,0,329,,,,90996736
tests/native/record-with,check,5,0,329,,,,91062272
tests/native/reflection-emit-bootstrap,build,1,0,573,0,500,500,97222656
tests/native/reflection-emit-bootstrap,build,2,0,580,0,500,500,97501184
tests/native/reflection-emit-bootstrap,build,3,0,559,0,500,500,97206272
tests/native/reflection-emit-bootstrap,build,4,0,563,0,500,500,97173504
tests/native/reflection-emit-bootstrap,build,5,0,589,0,500,500,97583104
tests/native/reflection-emit-bootstrap,check,1,0,681,,,,109084672
tests/native/reflection-emit-bootstrap,check,2,0,679,,,,109182976
tests/native/reflection-emit-bootstrap,check,3,0,683,,,,108871680
tests/native/reflection-emit-bootstrap,check,4,0,682,,,,109035520
tests/native/reflection-emit-bootstrap,check,5,0,686,,,,109117440
